SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
1124,Silli,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Silli,-,-,-,-,-,-,23.36666667,85.83333333,25-05-2012 00:00,"",
1125,Silli,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Silli,-,-,-,-,-,-,23.36666667,85.83333333,25-05-2013 00:00,"",
1126,Simaria,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Simaria,-,-,-,-,-,-,24.08083333,84.95777778,25-05-2004 00:00,"",
1127,Simaria,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Simaria,-,-,-,-,-,-,24.08083333,84.95777778,25-05-2008 00:00,"",
1128,Simaria,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Simaria,-,-,-,-,-,-,24.08083333,84.95777778,25-05-2009 00:00,"",
1129,Simaria,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Simaria,-,-,-,-,-,-,24.08083333,84.95777778,25-05-2010 00:00,"",
1130,Simaria,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Simaria,-,-,-,-,-,-,24.08083333,84.95777778,25-05-2011 00:00,"",
1131,Simaria,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Simaria,-,-,-,-,-,-,24.08083333,84.95777778,25-05-2012 00:00,"",
1132,Simaria,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Simaria,-,-,-,-,-,-,24.08083333,84.95777778,25-05-2013 00:00,"",
1133,Sindri,CGWB,20,Jharkhand,325,DHANBAD,BALIAPUR,BALIAPUR,Sindri,-,-,-,-,-,-,23.64166667,86.52500000,25-05-2003 00:00,"",
1134,Sindri,CGWB,20,Jharkhand,325,DHANBAD,BALIAPUR,BALIAPUR,Sindri,-,-,-,-,-,-,23.64166667,86.52500000,25-05-2004 00:00,"",
1135,Sindri,CGWB,20,Jharkhand,325,DHANBAD,BALIAPUR,BALIAPUR,Sindri,-,-,-,-,-,-,23.64166667,86.52500000,25-05-2006 00:00,"",
1136,Sindri,CGWB,20,Jharkhand,325,DHANBAD,BALIAPUR,BALIAPUR,Sindri,-,-,-,-,-,-,23.64166667,86.52500000,25-05-2010 00:00,"",
1137,Sisai,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Sisai,-,-,-,-,-,-,23.18500000,84.76888889,25-05-2002 00:00,"",
1138,Sisai,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Sisai,-,-,-,-,-,-,23.18500000,84.76888889,25-05-2004 00:00,"",
1139,Sisai,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Sisai,-,-,-,-,-,-,23.18500000,84.76888889,25-05-2006 00:00,"",
1140,Sisai,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Sisai,-,-,-,-,-,-,23.18500000,84.76888889,25-05-2012 00:00,"",
1141,Sisai,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Sisai,-,-,-,-,-,-,23.18500000,84.76888889,25-05-2013 00:00,"",
1142,Sonahatu,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Sonahatu,-,-,-,-,-,-,23.20000000,85.70972222,25-05-2012 00:00,"",
1143,Sonahatu,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Sonahatu,-,-,-,-,-,-,23.20000000,85.70972222,25-05-2013 00:00,"",
1144,Sundarnagar,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,GOLMURI CUM JUGSALAI,GOLMURI CUM JUGSALAI,Sundarnagar,-,-,-,-,-,-,22.75000000,86.20416667,25-05-2003 00:00,"",
1145,Sundarnagar,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,GOLMURI CUM JUGSALAI,GOLMURI CUM JUGSALAI,Sundarnagar,-,-,-,-,-,-,22.75000000,86.20416667,25-05-2004 00:00,"",
1146,Sundarnagar,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,GOLMURI CUM JUGSALAI,GOLMURI CUM JUGSALAI,Sundarnagar,-,-,-,-,-,-,22.75000000,86.20416667,25-05-2006 00:00,"",
1147,Sundarnagar,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,GOLMURI CUM JUGSALAI,GOLMURI CUM JUGSALAI,Sundarnagar,-,-,-,-,-,-,22.75000000,86.20416667,25-05-2007 00:00,"",
1148,Sundarnagar,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,GOLMURI CUM JUGSALAI,GOLMURI CUM JUGSALAI,Sundarnagar,-,-,-,-,-,-,22.75000000,86.20416667,25-05-2009 00:00,"",
1149,Sundar Pahari,CGWB,20,Jharkhand,330,GODDA,SUNDAR PAHARI,SUNDAR PAHARI,Sundar Pahari,-,-,-,-,-,-,24.75833333,87.36666667,25-05-2002 00:00,"",
1150,Sundar Pahari,CGWB,20,Jharkhand,330,GODDA,SUNDAR PAHARI,SUNDAR PAHARI,Sundar Pahari,-,-,-,-,-,-,24.75833333,87.36666667,25-05-2004 00:00,"",
1151,Sundar Pahari,CGWB,20,Jharkhand,330,GODDA,SUNDAR PAHARI,SUNDAR PAHARI,Sundar Pahari,-,-,-,-,-,-,24.75833333,87.36666667,25-05-2005 00:00,"",
1152,Sundar Pahari,CGWB,20,Jharkhand,330,GODDA,SUNDAR PAHARI,SUNDAR PAHARI,Sundar Pahari,-,-,-,-,-,-,24.75833333,87.36666667,25-05-2012 00:00,"",
1153,Taimara,CGWB,20,Jharkhand,339,RANCHI,BUNDU,BUNDU,Taimara,-,-,-,-,-,-,23.19000000,85.51611111,25-05-2012 00:00,"",
1154,Taimara,CGWB,20,Jharkhand,339,RANCHI,BUNDU,BUNDU,Taimara,-,-,-,-,-,-,23.19000000,85.51611111,25-05-2013 00:00,"",
1155,Taljhari,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Taljhari,-,-,-,-,-,-,25.05833333,87.79000000,25-05-2012 00:00,"",
1156,Taljhari1,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Taljhari,-,-,-,-,-,-,25.05861111,87.79027778,25-05-2008 00:00,"",
1157,Taljhari1,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Taljhari,-,-,-,-,-,-,25.05861111,87.79027778,25-05-2009 00:00,"",
1158,Taljhari1,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Taljhari,-,-,-,-,-,-,25.05861111,87.79027778,25-05-2010 00:00,"",
1159,Tamar,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Tamar,-,-,-,-,-,-,23.06666667,85.63333333,25-05-2002 00:00,"",
1160,Tamar,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Tamar,-,-,-,-,-,-,23.06666667,85.63333333,25-05-2003 00:00,"",
1161,Tamar,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Tamar,-,-,-,-,-,-,23.06666667,85.63333333,25-05-2005 00:00,"",
1162,Tamar,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Tamar,-,-,-,-,-,-,23.06666667,85.63333333,25-05-2006 00:00,"",
1163,Tamar,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Tamar,-,-,-,-,-,-,23.06666667,85.63333333,25-05-2007 00:00,"",
1164,Tamar,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Tamar,-,-,-,-,-,-,23.06666667,85.63333333,25-05-2008 00:00,"",
1165,Tamar,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Tamar,-,-,-,-,-,-,23.06666667,85.63333333,25-05-2009 00:00,"",
1166,Tamar,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Tamar,-,-,-,-,-,-,23.06666667,85.63333333,25-05-2010 00:00,"",
1167,Tandwa,CGWB,20,Jharkhand,323,CHATRA,TANDWA,TANDWA,Tandwa,-,-,-,-,-,-,23.85833333,85.02916667,25-05-2011 00:00,"",
1168,Tandwa,CGWB,20,Jharkhand,323,CHATRA,TANDWA,TANDWA,Tandwa,-,-,-,-,-,-,23.85833333,85.02916667,25-05-2013 00:00,"",
1169,Tengratuku,CGWB,20,Jharkhand,331,GUMLA,JALDEGA,JALDEGA,Tengratuku,-,-,-,-,-,-,22.68083333,84.56194444,25-05-2012 00:00,"",
1170,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2003 00:00,"",
1171,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2004 00:00,"",
1172,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2005 00:00,"",
1173,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2006 00:00,"",
1174,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2007 00:00,"",
1175,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2008 00:00,"",
1176,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2009 00:00,"",
1177,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2010 00:00,"",
1178,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2011 00:00,"",
1179,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2012 00:00,"",
1180,Tenughat,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Tenughat,-,-,-,-,-,-,23.75000000,85.96666667,25-05-2013 00:00,"",
1181,Thethai Thangar,CGWB,20,Jharkhand,331,GUMLA,THETHAITANGAR,THETHAITANGAR,Thethai Thangar,-,-,-,-,-,-,22.51055556,84.51666667,25-05-2003 00:00,"",
1182,Thethai Thangar,CGWB,20,Jharkhand,331,GUMLA,THETHAITANGAR,THETHAITANGAR,Thethai Thangar,-,-,-,-,-,-,22.51055556,84.51666667,25-05-2004 00:00,"",
1183,Thethai Thangar,CGWB,20,Jharkhand,331,GUMLA,THETHAITANGAR,THETHAITANGAR,Thethai Thangar,-,-,-,-,-,-,22.51055556,84.51666667,25-05-2009 00:00,"",
1184,Thethai Thangar,CGWB,20,Jharkhand,331,GUMLA,THETHAITANGAR,THETHAITANGAR,Thethai Thangar,-,-,-,-,-,-,22.51055556,84.51666667,25-05-2010 00:00,"",
1185,Thethai Thangar,CGWB,20,Jharkhand,331,GUMLA,THETHAITANGAR,THETHAITANGAR,Thethai Thangar,-,-,-,-,-,-,22.51055556,84.51666667,25-05-2012 00:00,"",
1186,Tisri,CGWB,20,Jharkhand,329,GIRIDIH,TISRI,TISRI,Tisri,-,-,-,-,-,-,24.57916667,86.06611111,25-05-2003 00:00,"",
1187,Topchanchi,CGWB,20,Jharkhand,325,DHANBAD,TOPCHANCHI,TOPCHANCHI,Topchanchi,-,-,-,-,-,-,23.90000000,86.20000000,25-05-2000 00:00,"",
1188,Topchanchi,CGWB,20,Jharkhand,325,DHANBAD,TOPCHANCHI,TOPCHANCHI,Topchanchi,-,-,-,-,-,-,23.90000000,86.20000000,25-05-2002 00:00,"",
1189,Topchanchi,CGWB,20,Jharkhand,325,DHANBAD,TOPCHANCHI,TOPCHANCHI,Topchanchi,-,-,-,-,-,-,23.90000000,86.20000000,25-05-2003 00:00,"",
1190,Topchanchi,CGWB,20,Jharkhand,325,DHANBAD,TOPCHANCHI,TOPCHANCHI,Topchanchi,-,-,-,-,-,-,23.90000000,86.20000000,25-05-2004 00:00,"",
1191,Topchanchi,CGWB,20,Jharkhand,325,DHANBAD,TOPCHANCHI,TOPCHANCHI,Topchanchi,-,-,-,-,-,-,23.90000000,86.20000000,25-05-2006 00:00,"",
1192,Topchanchi,CGWB,20,Jharkhand,325,DHANBAD,TOPCHANCHI,TOPCHANCHI,Topchanchi,-,-,-,-,-,-,23.90000000,86.20000000,25-05-2007 00:00,"",
1193,Topchanchi,CGWB,20,Jharkhand,325,DHANBAD,TOPCHANCHI,TOPCHANCHI,Topchanchi,-,-,-,-,-,-,23.90000000,86.20000000,25-05-2012 00:00,"",
1194,Torpa,CGWB,20,Jharkhand,339,RANCHI,TORPA,TORPA,Torpa,-,-,-,-,-,-,22.92805556,85.11000000,25-05-2012 00:00,"",
1195,Torpa,CGWB,20,Jharkhand,339,RANCHI,TORPA,TORPA,Torpa,-,-,-,-,-,-,22.92805556,85.11000000,25-05-2013 00:00,"",
1196,Tundi,CGWB,20,Jharkhand,325,DHANBAD,TUNDI,TUNDI,Tundi,-,-,-,-,-,-,23.98333333,86.43333333,25-05-2003 00:00,"",
1197,Tundi,CGWB,20,Jharkhand,325,DHANBAD,TUNDI,TUNDI,Tundi,-,-,-,-,-,-,23.98333333,86.43333333,25-05-2006 00:00,"",
1198,Tundi,CGWB,20,Jharkhand,325,DHANBAD,TUNDI,TUNDI,Tundi,-,-,-,-,-,-,23.98333333,86.43333333,25-05-2012 00:00,"",
1199,Tundi,CGWB,20,Jharkhand,325,DHANBAD,TUNDI,TUNDI,Tundi,-,-,-,-,-,-,23.98333333,86.43333333,25-05-2013 00:00,"",
1200,Tutilawa,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Tutilawa,-,-,-,-,-,-,24.04166667,85.04583333,25-05-2008 00:00,"",
1201,Tutilawa,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Tutilawa,-,-,-,-,-,-,24.04166667,85.04583333,25-05-2009 00:00,"",
1202,Tutilawa,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Tutilawa,-,-,-,-,-,-,24.04166667,85.04583333,25-05-2010 00:00,"",
1203,Tutilawa,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Tutilawa,-,-,-,-,-,-,24.04166667,85.04583333,25-05-2011 00:00,"",
1204,Tutilawa1,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Tutilawa,-,-,-,-,-,-,24.05833333,85.04583333,25-05-2012 00:00,"",
1205,Udvababutala,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Udvababutala,-,-,-,-,-,-,24.92972222,87.85583333,25-05-2012 00:00,"",
