SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
522,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2004 00:00,"",
523,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2005 00:00,"",
524,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2007 00:00,"",
525,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2008 00:00,"",
526,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2009 00:00,"",
527,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2010 00:00,"",
528,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2011 00:00,"",
529,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2012 00:00,"",
530,Jaina More,CGWB,20,Jharkhand,322,BOKARO,JARIDIH,JARIDIH,Jaina More,-,-,-,-,-,-,23.71250000,86.08750000,25-05-2013 00:00,"",
531,Jaldega,CGWB,20,Jharkhand,331,GUMLA,JALDEGA,JALDEGA,Jaldega,-,-,-,-,-,-,22.57222222,84.81888889,25-05-2003 00:00,"",
532,Jaldega,CGWB,20,Jharkhand,331,GUMLA,JALDEGA,JALDEGA,Jaldega,-,-,-,-,-,-,22.57222222,84.81888889,25-05-2007 00:00,"",
533,Jaldega,CGWB,20,Jharkhand,331,GUMLA,JALDEGA,JALDEGA,Jaldega,-,-,-,-,-,-,22.57222222,84.81888889,25-05-2008 00:00,"",
534,Jaldega,CGWB,20,Jharkhand,331,GUMLA,JALDEGA,JALDEGA,Jaldega,-,-,-,-,-,-,22.57222222,84.81888889,25-05-2009 00:00,"",
535,Jaldega,CGWB,20,Jharkhand,331,GUMLA,JALDEGA,JALDEGA,Jaldega,-,-,-,-,-,-,22.57222222,84.81888889,25-05-2010 00:00,"",
536,Jaldega,CGWB,20,Jharkhand,331,GUMLA,JALDEGA,JALDEGA,Jaldega,-,-,-,-,-,-,22.57222222,84.81888889,25-05-2012 00:00,"",
537,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2002 00:00,"",
538,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2003 00:00,"",
539,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2004 00:00,"",
540,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2005 00:00,"",
541,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2006 00:00,"",
542,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2008 00:00,"",
543,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2009 00:00,"",
544,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2010 00:00,"",
545,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2011 00:00,"",
546,Jama1,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Jama,-,-,-,-,-,-,24.34722222,87.15277778,25-05-2013 00:00,"",
547,Jamatara,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Jamatara,-,-,-,-,-,-,23.95833333,86.79861111,25-05-2002 00:00,"",
548,Jamatara,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Jamatara,-,-,-,-,-,-,23.95833333,86.79861111,25-05-2003 00:00,"",
549,Jamatara,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Jamatara,-,-,-,-,-,-,23.95833333,86.79861111,25-05-2004 00:00,"",
550,Jamatara,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Jamatara,-,-,-,-,-,-,23.95833333,86.79861111,25-05-2005 00:00,"",
551,Jamatara,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Jamatara,-,-,-,-,-,-,23.95833333,86.79861111,25-05-2009 00:00,"",
552,Jamdih,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,NIMDIH,NIMDIH,Jamdih,-,-,-,-,-,-,22.98611111,86.14388889,25-05-2012 00:00,"",
553,Jamshedpur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,CHAKULIA,CHAKULIA,Jamshedpur,-,-,-,-,-,-,22.47500000,86.72500000,25-05-2002 00:00,"",
554,Jamshedpur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,CHAKULIA,CHAKULIA,Jamshedpur,-,-,-,-,-,-,22.47500000,86.72500000,25-05-2003 00:00,"",
555,Jamshedpur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,CHAKULIA,CHAKULIA,Jamshedpur,-,-,-,-,-,-,22.47500000,86.72500000,25-05-2008 00:00,"",
556,Jamshedpur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,CHAKULIA,CHAKULIA,Jamshedpur,-,-,-,-,-,-,22.47500000,86.72500000,25-05-2009 00:00,"",
557,Jamshedpur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,CHAKULIA,CHAKULIA,Jamshedpur,-,-,-,-,-,-,22.47500000,86.72500000,25-05-2011 00:00,"",
558,Jamua pwd ib,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Jamua pwd ib,-,-,-,-,-,-,24.37361111,86.15000000,25-05-2002 00:00,"",
559,Jamua pwd ib,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Jamua pwd ib,-,-,-,-,-,-,24.37361111,86.15000000,25-05-2003 00:00,"",
560,Jamua pwd ib,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Jamua pwd ib,-,-,-,-,-,-,24.37361111,86.15000000,25-05-2006 00:00,"",
561,Jamua pwd ib,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Jamua pwd ib,-,-,-,-,-,-,24.37361111,86.15000000,25-05-2012 00:00,"",
562,Jamua pwd ib,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Jamua pwd ib,-,-,-,-,-,-,24.37361111,86.15000000,25-05-2013 00:00,"",
563,Japla,CGWB,20,Jharkhand,338,PALAMAU,HUSSAINABAD,HUSSAINABAD,Japla,-,-,-,-,-,-,24.41666667,83.87500000,25-05-2004 00:00,"",
564,Japla,CGWB,20,Jharkhand,338,PALAMAU,HUSSAINABAD,HUSSAINABAD,Japla,-,-,-,-,-,-,24.41666667,83.87500000,25-05-2011 00:00,"",
565,Jarmundi db.ib,CGWB,20,Jharkhand,326,DUMKA,JARMUNDI,JARMUNDI,Jarmundi db.ib,-,-,-,-,-,-,24.38472222,87.07083333,25-05-2004 00:00,"",
566,Jarmundi db.ib,CGWB,20,Jharkhand,326,DUMKA,JARMUNDI,JARMUNDI,Jarmundi db.ib,-,-,-,-,-,-,24.38472222,87.07083333,25-05-2005 00:00,"",
567,Jarmundi db.ib,CGWB,20,Jharkhand,326,DUMKA,JARMUNDI,JARMUNDI,Jarmundi db.ib,-,-,-,-,-,-,24.38472222,87.07083333,25-05-2012 00:00,"",
568,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,DEOGHAR,DEOGHAR,Jasidih,-,-,-,-,-,-,24.51805556,86.65000000,25-05-2000 00:00,"",
569,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2002 00:00,"",
570,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2003 00:00,"",
571,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2004 00:00,"",
572,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2005 00:00,"",
573,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2008 00:00,"",
574,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2009 00:00,"",
575,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2010 00:00,"",
576,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2012 00:00,"",
577,Jasidih,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Jasidih,-,-,-,-,-,-,24.27916667,86.65000000,25-05-2013 00:00,"",
578,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2000 00:00,"",
579,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2001 00:00,"",
580,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2002 00:00,"",
581,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2003 00:00,"",
582,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2004 00:00,"",
583,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2006 00:00,"",
584,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2007 00:00,"",
585,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2011 00:00,"",
586,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2012 00:00,"",
587,Jharia,CGWB,20,Jharkhand,325,DHANBAD,JHARIA-JORAPOKHAR-SI,JHARIA-JORAPOKHAR-SI,Jharia,-,-,-,-,-,-,23.74166667,86.43333333,25-05-2013 00:00,"",
588,Jhinkpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,JHINKPANI,JHINKPANI,Jhinkpani,-,-,-,-,-,-,22.41666667,85.77361111,25-05-2002 00:00,"",
589,Jhinkpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,JHINKPANI,JHINKPANI,Jhinkpani,-,-,-,-,-,-,22.41666667,85.77361111,25-05-2004 00:00,"",
590,Jhinkpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,JHINKPANI,JHINKPANI,Jhinkpani,-,-,-,-,-,-,22.41666667,85.77361111,25-05-2007 00:00,"",
591,Jhinkpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,JHINKPANI,JHINKPANI,Jhinkpani,-,-,-,-,-,-,22.41666667,85.77361111,25-05-2012 00:00,"",
592,Jhinkpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,JHINKPANI,JHINKPANI,Jhinkpani,-,-,-,-,-,-,22.41666667,85.77361111,25-05-2013 00:00,"",
593,Jonha,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Jonha,-,-,-,-,-,-,23.36944444,85.62166667,25-05-2012 00:00,"",
594,Jonha,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Jonha,-,-,-,-,-,-,23.36944444,85.62166667,25-05-2013 00:00,"",
595,Kajri,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Kajri,-,-,-,-,-,-,24.07916667,84.15833333,25-05-2008 00:00,"",
596,Kajri,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Kajri,-,-,-,-,-,-,24.07916667,84.15833333,25-05-2009 00:00,"",
597,Kajri,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Kajri,-,-,-,-,-,-,24.07916667,84.15833333,25-05-2010 00:00,"",
598,Kajri,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Kajri,-,-,-,-,-,-,24.07916667,84.15833333,25-05-2011 00:00,"",
599,Kajri,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Kajri,-,-,-,-,-,-,24.07916667,84.15833333,25-05-2012 00:00,"",
600,Kalikapur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Kalikapur,-,-,-,-,-,-,22.59583333,86.29083333,25-05-2003 00:00,"",
601,Kalikapur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Kalikapur,-,-,-,-,-,-,22.59583333,86.29083333,25-05-2005 00:00,"",
602,Kalikapur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Kalikapur,-,-,-,-,-,-,22.59583333,86.29083333,25-05-2006 00:00,"",
603,Kalikapur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Kalikapur,-,-,-,-,-,-,22.59583333,86.29083333,25-05-2007 00:00,"",
604,Kalikapur,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Kalikapur,-,-,-,-,-,-,22.59583333,86.29083333,25-05-2009 00:00,"",
605,Kalimati,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Kalimati,-,-,-,-,-,-,23.22083333,85.07222222,25-05-2003 00:00,"",
606,Kalimati,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Kalimati,-,-,-,-,-,-,23.22083333,85.07222222,25-05-2006 00:00,"",
607,Kalimati,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Kalimati,-,-,-,-,-,-,23.22083333,85.07222222,25-05-2012 00:00,"",
608,Kalimati,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Kalimati,-,-,-,-,-,-,23.22083333,85.07222222,25-05-2013 00:00,"",
609,Kanda,CGWB,20,Jharkhand,338,PALAMAU,CHHATARPUR,CHHATARPUR,Kanda,-,-,-,-,-,-,24.31250000,84.09166667,25-05-2004 00:00,"",
610,Kanda,CGWB,20,Jharkhand,338,PALAMAU,CHHATARPUR,CHHATARPUR,Kanda,-,-,-,-,-,-,24.31250000,84.09166667,25-05-2008 00:00,"",
611,Kanda,CGWB,20,Jharkhand,338,PALAMAU,CHHATARPUR,CHHATARPUR,Kanda,-,-,-,-,-,-,24.31250000,84.09166667,25-05-2009 00:00,"",
612,Kanda,CGWB,20,Jharkhand,338,PALAMAU,CHHATARPUR,CHHATARPUR,Kanda,-,-,-,-,-,-,24.31250000,84.09166667,25-05-2010 00:00,"",
613,Kanda,CGWB,20,Jharkhand,338,PALAMAU,CHHATARPUR,CHHATARPUR,Kanda,-,-,-,-,-,-,24.31250000,84.09166667,25-05-2011 00:00,"",
614,Kanda,CGWB,20,Jharkhand,338,PALAMAU,CHHATARPUR,CHHATARPUR,Kanda,-,-,-,-,-,-,24.31250000,84.09166667,25-05-2012 00:00,"",
615,Kandra,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kandra,-,-,-,-,-,-,22.85833333,86.05833333,25-05-2003 00:00,"",
616,Kandra,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kandra,-,-,-,-,-,-,22.85833333,86.05833333,25-05-2004 00:00,"",
617,Kandra,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kandra,-,-,-,-,-,-,22.85833333,86.05833333,25-05-2005 00:00,"",
618,Kandra,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kandra,-,-,-,-,-,-,22.85833333,86.05833333,25-05-2006 00:00,"",
619,Kandra,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kandra,-,-,-,-,-,-,22.85833333,86.05833333,25-05-2007 00:00,"",
620,Kandra,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kandra,-,-,-,-,-,-,22.85833333,86.05833333,25-05-2009 00:00,"",
621,Kandra,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kandra,-,-,-,-,-,-,22.85833333,86.05833333,25-05-2010 00:00,"",
622,Kanke1,CGWB,20,Jharkhand,339,RANCHI,KANKE,KANKE,Kanke,-,-,-,-,-,-,23.41472222,85.30666667,25-05-2012 00:00,"",
623,Kantitanr,CGWB,20,Jharkhand,339,RANCHI,RATU,RATU,Kantitanr,-,-,-,-,-,-,23.41361111,85.22777778,25-05-2012 00:00,"",
624,Kantitanr,CGWB,20,Jharkhand,339,RANCHI,RATU,RATU,Kantitanr,-,-,-,-,-,-,23.41361111,85.22777778,25-05-2013 00:00,"",
625,Karapurti,CGWB,20,Jharkhand,339,RANCHI,BUNDU,BUNDU,Karapurti,-,-,-,-,-,-,23.24166667,85.50000000,25-05-2006 00:00,"",
626,Karapurti,CGWB,20,Jharkhand,339,RANCHI,BUNDU,BUNDU,Karapurti,-,-,-,-,-,-,23.24166667,85.50000000,25-05-2007 00:00,"",
627,Karapurti,CGWB,20,Jharkhand,339,RANCHI,BUNDU,BUNDU,Karapurti,-,-,-,-,-,-,23.24166667,85.50000000,25-05-2008 00:00,"",
628,karra,CGWB,20,Jharkhand,339,RANCHI,KARRA,-,-,-,-,-,-,-,-,23.12916667,85.12222222,25-05-2013 00:00,"",
629,Karra1,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Karra,-,-,-,-,-,-,23.12916667,85.12222222,25-05-2003 00:00,"",
630,Karra1,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Karra,-,-,-,-,-,-,23.12916667,85.12222222,25-05-2007 00:00,"",
631,Karra1,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Karra,-,-,-,-,-,-,23.12916667,85.12222222,25-05-2008 00:00,"",
632,Karra1,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Karra,-,-,-,-,-,-,23.12916667,85.12222222,25-05-2009 00:00,"",
633,Karra1,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Karra,-,-,-,-,-,-,23.12916667,85.12222222,25-05-2010 00:00,"",
634,Karra1,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Karra,-,-,-,-,-,-,23.12916667,85.12222222,25-05-2011 00:00,"",
635,Kasir,CGWB,20,Jharkhand,331,GUMLA,RAIDIH,RAIDIH,Kasir,-,-,-,-,-,-,23.05722222,84.35527778,25-05-2012 00:00,"",
636,Kasir,CGWB,20,Jharkhand,331,GUMLA,RAIDIH,RAIDIH,Kasir,-,-,-,-,-,-,23.05722222,84.35527778,25-05-2013 00:00,"",
637,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2002 00:00,"",
638,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2003 00:00,"",
639,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2004 00:00,"",
640,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2005 00:00,"",
641,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2008 00:00,"",
642,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2009 00:00,"",
643,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2010 00:00,"",
644,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2011 00:00,"",
645,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2012 00:00,"",
646,Kathikund,CGWB,20,Jharkhand,326,DUMKA,JAMA,JAMA,Kathikund,-,-,-,-,-,-,24.26666667,87.06666667,25-05-2013 00:00,"",
647,Katras,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Katras,-,-,-,-,-,-,23.81333333,86.29166667,25-05-2004 00:00,"",
648,Katras,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Katras,-,-,-,-,-,-,23.81333333,86.29166667,25-05-2010 00:00,"",
649,Katras,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Katras,-,-,-,-,-,-,23.81333333,86.29166667,25-05-2011 00:00,"",
650,Katras,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Katras,-,-,-,-,-,-,23.81333333,86.29166667,25-05-2012 00:00,"",
651,Keradari,CGWB,20,Jharkhand,332,HAZARIBAG,KEREDARI,KEREDARI,Keradari,-,-,-,-,-,-,23.95333333,85.06388889,25-05-2012 00:00,"",
652,Keradari,CGWB,20,Jharkhand,332,HAZARIBAG,KEREDARI,KEREDARI,Keradari,-,-,-,-,-,-,23.86250000,85.08611111,25-05-2012 00:00,"",
653,Keradari,CGWB,20,Jharkhand,332,HAZARIBAG,KEREDARI,KEREDARI,Keradari,-,-,-,-,-,-,23.95333333,85.06388889,25-05-2013 00:00,"",
654,Kereikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kereikela,-,-,-,-,-,-,22.85027778,86.06277778,25-05-2007 00:00,"",
655,Kereikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kereikela,-,-,-,-,-,-,22.85027778,86.06277778,25-05-2008 00:00,"",
656,Kereikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kereikela,-,-,-,-,-,-,22.85027778,86.06277778,25-05-2009 00:00,"",
657,Kereikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kereikela,-,-,-,-,-,-,22.85027778,86.06277778,25-05-2010 00:00,"",
658,Kereikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kereikela,-,-,-,-,-,-,22.85027778,86.06277778,25-05-2011 00:00,"",
659,Kereikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kereikela,-,-,-,-,-,-,22.85027778,86.06277778,25-05-2012 00:00,"",
660,Kereikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Kereikela,-,-,-,-,-,-,22.85027778,86.06277778,25-05-2013 00:00,"",
661,Keshargaria,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,MANOHARPUR,MANOHARPUR,Keshargaria,-,-,-,-,-,-,22.30833333,85.31250000,25-05-2007 00:00,"",
662,Keshargaria,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,MANOHARPUR,MANOHARPUR,Keshargaria,-,-,-,-,-,-,22.30833333,85.31250000,25-05-2008 00:00,"",
663,Keshargaria,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,MANOHARPUR,MANOHARPUR,Keshargaria,-,-,-,-,-,-,22.30833333,85.31250000,25-05-2011 00:00,"",
664,Keshargaria,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,MANOHARPUR,MANOHARPUR,Keshargaria,-,-,-,-,-,-,22.30833333,85.31250000,25-05-2012 00:00,"",
665,Kharke,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Kharka,-,-,-,-,-,-,23.16194444,84.52361111,25-05-2012 00:00,"",
666,Kharke,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Kharka,-,-,-,-,-,-,23.16194444,84.52361111,25-05-2013 00:00,"",
667,Kharsawan,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHARSAWAN,KHARSAWAN,Kharsawan,-,-,-,-,-,-,22.78611111,85.83333333,25-05-2003 00:00,"",
668,Kharsawan,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHARSAWAN,KHARSAWAN,Kharsawan,-,-,-,-,-,-,22.78611111,85.83333333,25-05-2007 00:00,"",
